order_id,order_date,customer_id,customer_age,region,channel,category,product,unit_price,quantity,discount_pct,revenue,payment_method,order_status,rating
ORD-000742,2024-11-29,CUST-00774,20.0,North,Mobile App,Toys,Doll Set,30.81,1,5,29.27,PayPal,Completed,1.8
ORD-000743,2026-05-07,CUST-00768,25.0,West,Website,Automotive,Car Phone Mount,10.98,1,10,9.88,Crypto,Returned,1.0
ORD-000744,2026-09-12,CUST-00473,35.0,North,Website,Home & Kitchen,Knife Set,69.94,1,5,66.44,Debit Card,Completed,2.9
ORD-000745,2025-04-25,CUST-00182,35.0,East,Website,Home & Kitchen,Coffee Maker,111.03,2,10,199.85,Crypto,Completed,1.0
ORD-000746,2026-02-17,CUST-00036,,Central,Website,Home & Kitchen,Bed Sheets,31.38,1,0,31.38,Credit Card,Returned,
ORD-000747,2025-11-28,CUST-00613,33.0,North,Website,Clothing,Polo Shirt,59.89,1,5,56.9,Crypto,Completed,2.5
ORD-000748,2024-11-17,CUST-00015,60.0,East,Marketplace,Books,Python Programming,20.23,1,0,20.23,Credit Card,Completed,4.2
ORD-000749,2025-02-09,CUST-00836,45.0,East,Website,Home & Kitchen,Coffee Maker,22.93,1,10,20.64,Debit Card,Completed,2.6
ORD-000750,2025-08-02,CUST-00178,60.0,North,Mobile App,Clothing,Denim Jacket,63.17,1,5,60.01,PayPal,Completed,1.9
ORD-000751,2026-04-27,CUST-00224,68.0,West,Website,Sports,Gym Bag,32.68,1,0,32.68,Gift Card,Completed,3.9
ORD-000752,2025-12-28,CUST-00647,38.0,West,Mobile App,Home & Kitchen,Knife Set,154.76,1,10,139.28,Debit Card,Completed,4.5
ORD-000753,2026-08-09,CUST-00600,19.0,West,Website,Automotive,Car Phone Mount,20.05,1,10,18.05,Debit Card,Completed,1.1
ORD-000754,2025-10-24,CUST-00250,31.0,Central,Website,Clothing,Yoga Pants,40.5,3,5,115.42,Debit Card,Completed,1.6
ORD-000755,2025-04-17,CUST-00969,20.0,West,Marketplace,Electronics,Smartwatch,319.62,1,10,287.66,PayPal,Completed,4.1
ORD-000756,2025-10-10,CUST-00751,33.0,East,Website,Toys,Board Game,49.52,7,0,346.64,Debit Card,Completed,3.7
ORD-000757,2024-10-01,CUST-00188,30.0,West,Mobile App,Books,Fiction Novel,25.12,2,10,45.22,Credit Card,Cancelled,
ORD-000758,2025-09-12,CUST-00178,64.0,Central,Mobile App,Electronics,Smartwatch,361.46,1,0,361.46,Debit Card,Completed,
ORD-000759,2025-09-03,CUST-00435,35.0,South,Mobile App,Automotive,Seat Covers,33.89,1,0,33.89,PayPal,Completed,3.5
ORD-000760,2025-03-09,CUST-00387,,,Mobile App,Automotive,Car Phone Mount,30.82,2,5,58.56,Crypto,Completed,
ORD-000761,2025-04-29,CUST-00086,37.0,East,Mobile App,Automotive,Car Phone Mount,27.93,1,5,26.53,Debit Card,Completed,2.5
ORD-000762,2025-11-10,CUST-00074,50.0,East,Website,Automotive,Seat Covers,64.2,1,10,57.78,Crypto,Completed,1.0
ORD-000763,2026-07-28,CUST-00405,20.0,East,Website,Beauty,Lip Gloss Set,21.12,7,5,140.45,PayPal,Completed,2.6
ORD-000764,2025-01-18,CUST-00782,,,In-Store,Clothing,Polo Shirt,39.86,1,0,39.86,PayPal,Completed,
ORD-000765,2025-10-20,CUST-00249,59.0,West,Website,Electronics,USB-C Hub,72.96,3,15,186.05,PayPal,Completed,3.8
ORD-000766,2026-05-29,CUST-00151,67.0,East,Website,Home & Kitchen,Knife Set,61.59,1,20,49.27,Gift Card,Pending,1.0
ORD-000767,2026-04-03,CUST-00923,62.0,North,Mobile App,Clothing,Polo Shirt,27.96,1,10,25.16,Debit Card,Cancelled,2.7
ORD-000768,2025-03-19,CUST-00392,24.0,Central,Website,Sports,Gym Bag,54.71,4,10,196.96,Crypto,Completed,4.5
ORD-000769,2024-11-24,CUST-00767,22.0,West,Mobile App,Beauty,Moisturizer,35.24,1,0,35.24,Credit Card,Pending,1.0
ORD-000770,2024-12-24,CUST-00442,25.0,South,Website,Toys,Doll Set,60.15,4,0,240.6,Debit Card,Completed,1.7
ORD-000771,2026-08-23,CUST-00061,58.0,South,Marketplace,Automotive,Car Vacuum,60.72,2,0,121.44,Debit Card,Completed,2.6
ORD-000772,2026-01-25,CUST-00128,24.0,East,Website,Clothing,Denim Jacket,36.25,1,0,36.25,Credit Card,Completed,3.7
ORD-000773,2026-04-29,CUST-00682,56.0,Central,Marketplace,Electronics,Wireless Earbuds,64.27,2,25,96.41,Credit Card,Completed,1.0
ORD-000774,2025-12-20,CUST-00440,60.0,East,Website,Sports,Jump Rope,19.36,2,5,36.78,PayPal,Pending,4.8
ORD-000775,2026-04-24,CUST-00895,26.0,East,Marketplace,Toys,Puzzle 1000pc,24.74,2,25,37.11,Credit Card,Completed,3.9
ORD-000776,2026-02-23,CUST-00974,60.0,South,Website,Electronics,Bluetooth Speaker,31.94,1,10,28.75,Gift Card,Completed,3.1
ORD-000777,2026-02-05,CUST-00833,61.0,East,Website,Books,Python Programming,32.19,1,25,24.14,PayPal,Cancelled,3.9
ORD-000778,2025-02-04,CUST-00628,64.0,North,Website,Automotive,Dash Cam,69.38,1,5,65.91,Crypto,Pending,4.6
ORD-000779,2026-04-17,CUST-00891,61.0,Central,Marketplace,Toys,Board Game,33.39,1,15,28.38,Gift Card,Completed,1.3
ORD-000780,2026-06-04,CUST-00494,24.0,Central,Website,Automotive,Dash Cam,138.6,2,25,207.9,Debit Card,Completed,3.8
ORD-000781,2026-05-10,CUST-00925,60.0,West,Marketplace,Toys,LEGO Set,33.32,1,20,26.66,Debit Card,Completed,4.8
ORD-000782,2025-08-22,CUST-00504,56.0,North,Marketplace,Clothing,Denim Jacket,123.43,1,10,111.09,PayPal,Cancelled,4.1
ORD-000783,2025-10-28,CUST-00754,34.0,West,Mobile App,Clothing,Yoga Pants,48.24,2,15,82.01,Gift Card,Pending,1.9
ORD-000784,2024-10-31,CUST-00759,38.0,Central,In-Store,Clothing,Yoga Pants,32.32,2,0,64.64,Credit Card,Completed,
ORD-000785,2024-11-09,CUST-00605,61.0,Central,Website,Toys,Doll Set,68.43,2,5,130.02,Crypto,Pending,2.5
ORD-000786,2026-09-10,CUST-00110,32.0,West,Website,Home & Kitchen,Blender,86.85,3,10,234.49,Crypto,Completed,2.2
ORD-000787,2026-01-05,CUST-00765,63.0,North,Mobile App,Automotive,Tire Inflator,28.22,2,0,56.44,PayPal,Completed,2.1
ORD-000788,2025-10-02,CUST-00386,69.0,North,In-Store,Automotive,Dash Cam,103.9,2,15,176.63,PayPal,Completed,4.4
ORD-000789,2025-08-03,CUST-00878,19.0,West,Marketplace,Books,Python Programming,47.31,1,15,40.21,PayPal,Pending,4.4
ORD-000790,2025-08-12,CUST-00357,62.0,West,Website,Toys,Board Game,31.9,1,5,30.3,Gift Card,Completed,4.7
ORD-000791,2026-09-22,CUST-00595,62.0,North,Marketplace,Toys,LEGO Set,33.08,2,15,56.24,PayPal,Completed,1.6
ORD-000792,2026-08-21,CUST-00824,68.0,South,Marketplace,Automotive,Seat Covers,83.32,1,0,83.32,Credit Card,Completed,1.4
ORD-000793,2025-12-10,CUST-00862,,,In-Store,Home & Kitchen,Bed Sheets,138.84,1,5,131.9,Credit Card,Completed,
ORD-000794,2025-04-18,CUST-00740,29.0,West,Website,Beauty,Hair Dryer,48.91,1,0,48.91,Credit Card,Completed,3.8
ORD-000795,2025-08-16,CUST-00666,23.0,West,Website,Toys,LEGO Set,83.33,1,20,66.66,Crypto,Completed,
ORD-000796,2024-11-18,CUST-00231,55.0,North,Mobile App,Clothing,Polo Shirt,57.02,3,20,136.85,Gift Card,Completed,1.4
ORD-000797,2025-03-07,CUST-00445,52.0,East,Mobile App,Home & Kitchen,Bed Sheets,45.18,1,10,40.66,Credit Card,Completed,4.4
ORD-000798,2024-12-07,CUST-00570,63.0,Central,Marketplace,Home & Kitchen,Bed Sheets,124.54,2,0,249.08,Gift Card,Completed,3.3
ORD-000799,2026-01-18,CUST-00186,26.0,Central,Mobile App,Clothing,Denim Jacket,88.96,1,20,71.17,Credit Card,Completed,1.5
ORD-000800,2026-01-01,CUST-00772,,North,Website,Books,Data Science Guide,14.87,1,0,14.87,Credit Card,Completed,
ORD-000801,2025-05-21,CUST-00532,40.0,East,Mobile App,Electronics,Smartwatch,170.26,2,20,272.42,Crypto,Completed,2.3
ORD-000802,2025-09-26,CUST-00038,40.0,South,Website,Books,Python Programming,36.28,1,0,36.28,Debit Card,Pending,1.9
ORD-000803,2025-08-22,CUST-00564,34.0,East,Website,Sports,Resistance Bands,31.87,1,5,30.28,Debit Card,Completed,
ORD-000804,2026-06-25,CUST-00751,50.0,East,In-Store,Toys,Remote Car,52.15,1,0,52.15,Debit Card,Completed,3.6
ORD-000805,2026-06-07,CUST-00807,,,Website,Home & Kitchen,Bed Sheets,78.4,1,5,74.48,Gift Card,Completed,
ORD-000806,2025-01-22,CUST-00932,42.0,East,Marketplace,Toys,LEGO Set,34.79,1,0,34.79,Debit Card,Cancelled,1.0
ORD-000807,2025-01-25,CUST-00127,40.0,South,Mobile App,Books,Cook Book,30.45,1,15,25.88,PayPal,Completed,1.4
ORD-000808,2024-12-07,CUST-00050,68.0,South,Website,Sports,Gym Bag,53.68,1,0,53.68,Crypto,Completed,3.7
ORD-000809,2025-12-18,CUST-00704,64.0,Central,Marketplace,Toys,Puzzle 1000pc,45.74,3,0,137.22,Debit Card,Completed,2.1
ORD-000810,2025-10-23,CUST-00469,45.0,South,Mobile App,Beauty,Moisturizer,50.07,1,5,47.57,PayPal,Returned,2.1
ORD-000811,2026-03-31,CUST-00313,33.0,West,Marketplace,Books,Business Mindset,23.84,1,0,23.84,Credit Card,Completed,
ORD-000812,2025-09-22,CUST-00293,64.0,Central,In-Store,Clothing,Denim Jacket,89.21,1,0,89.21,Credit Card,Pending,3.0
ORD-000813,2025-10-21,CUST-00694,18.0,Central,Mobile App,Home & Kitchen,Bed Sheets,63.09,3,10,170.34,Crypto,Completed,4.3
ORD-000814,2026-06-30,CUST-00757,66.0,Central,Mobile App,Toys,Doll Set,53.23,1,0,53.23,Credit Card,Completed,3.7
ORD-000815,2025-12-16,CUST-00527,39.0,East,In-Store,Books,Data Science Guide,33.25,3,15,84.79,Crypto,Completed,4.9
ORD-000816,2026-05-05,CUST-00298,31.0,East,Mobile App,Books,Fiction Novel,20.22,1,20,16.18,PayPal,Completed,3.3
ORD-000817,2025-07-01,CUST-00475,40.0,Central,Marketplace,Sports,Gym Bag,64.35,1,0,64.35,Credit Card,Completed,2.3
ORD-000818,2026-09-14,CUST-00412,50.0,East,Website,Clothing,Running Shoes,64.58,2,15,109.79,Crypto,Completed,
ORD-000819,2025-09-19,CUST-00160,52.0,East,Website,Home & Kitchen,Bed Sheets,31.4,1,5,29.83,Crypto,Completed,4.6
ORD-000820,2025-11-08,CUST-00450,25.0,South,Website,Sports,Yoga Mat,77.38,3,10,208.93,Crypto,Completed,3.8
ORD-000821,2026-01-10,CUST-00762,35.0,East,In-Store,Books,Business Mindset,9.19,1,5,8.73,Debit Card,Completed,4.8
ORD-000822,2025-08-31,CUST-00699,42.0,South,Website,Clothing,Polo Shirt,37.01,3,5,105.48,Crypto,Completed,4.4
ORD-000823,2025-01-15,CUST-00130,39.0,South,Website,Home & Kitchen,Air Fryer,135.85,6,15,692.83,Credit Card,Completed,3.7
ORD-000824,2024-12-20,CUST-00297,33.0,East,Mobile App,Toys,Doll Set,84.25,1,5,80.04,Crypto,Completed,3.0
ORD-000825,2026-06-16,CUST-00254,55.0,West,Website,Sports,Yoga Mat,53.89,1,25,40.42,Credit Card,Completed,1.7
ORD-000826,2025-07-15,CUST-00281,42.0,South,In-Store,Home & Kitchen,Coffee Maker,46.68,3,5,133.04,Crypto,Completed,4.5
ORD-000827,2026-08-10,CUST-00237,25.0,South,Website,Toys,Doll Set,32.4,4,10,116.64,Crypto,Completed,1.2
ORD-000828,2025-12-10,CUST-00429,60.0,South,Website,Sports,Water Bottle,24.92,1,5,23.67,Credit Card,Completed,
ORD-000829,2026-01-18,CUST-00622,24.0,North,Mobile App,Beauty,Moisturizer,19.49,1,0,19.49,PayPal,Pending,2.2
ORD-000830,2025-11-24,CUST-00370,31.0,East,Marketplace,Electronics,Bluetooth Speaker,160.68,1,0,160.68,Gift Card,Completed,3.6
ORD-000831,2026-01-23,CUST-00761,30.0,Central,Website,Toys,LEGO Set,64.08,1,0,64.08,Gift Card,Pending,4.3
ORD-000832,2026-04-21,CUST-00352,44.0,East,Marketplace,Automotive,Car Phone Mount,10.41,1,10,9.37,Debit Card,Completed,1.5
ORD-000833,2025-09-15,CUST-00460,68.0,North,In-Store,Sports,Gym Bag,65.32,1,20,52.26,Credit Card,Completed,4.8
ORD-000834,2025-06-01,CUST-00133,70.0,East,Website,Electronics,Smartwatch,278.75,1,10,250.88,Gift Card,Completed,1.8
ORD-000835,2025-08-23,CUST-00995,35.0,North,Website,Toys,Puzzle 1000pc,31.17,1,20,24.94,Gift Card,Completed,2.6
ORD-000836,2026-04-10,CUST-00607,37.0,North,Marketplace,Books,Data Science Guide,15.41,1,10,13.87,Gift Card,Completed,3.1
ORD-000837,2026-03-17,CUST-00176,35.0,South,Website,Books,Business Mindset,25.46,4,10,91.66,Debit Card,Completed,4.8
ORD-000838,2025-09-19,CUST-00255,38.0,South,Mobile App,Home & Kitchen,Knife Set,85.38,1,0,85.38,Credit Card,Completed,4.9
ORD-000839,2025-10-16,CUST-00920,40.0,Central,Website,Clothing,Winter Coat,137.38,2,0,274.76,Credit Card,Completed,
ORD-000840,2026-09-01,CUST-00551,56.0,Central,Website,Books,Business Mindset,16.1,1,25,12.08,Crypto,Pending,3.5
ORD-000841,2026-06-01,CUST-00596,48.0,West,Website,Books,Cook Book,20.84,1,0,20.84,Debit Card,Completed,1.6
ORD-000842,2025-02-06,CUST-00884,37.0,South,Website,Clothing,Polo Shirt,15.06,2,0,30.12,Crypto,Pending,2.1
ORD-000843,2024-10-21,CUST-00193,24.0,North,Website,Home & Kitchen,Coffee Maker,140.91,1,10,126.82,Crypto,Completed,4.9
ORD-000844,2025-12-29,CUST-00022,58.0,North,Marketplace,Home & Kitchen,Air Fryer,231.14,2,5,439.17,Credit Card,Completed,2.1
ORD-000845,2025-01-14,CUST-00754,46.0,East,Marketplace,Electronics,Wireless Earbuds,101.33,1,0,101.33,Credit Card,Completed,3.3
ORD-000846,2026-05-24,CUST-00058,36.0,Central,Mobile App,Home & Kitchen,Knife Set,41.89,2,0,83.78,Gift Card,Completed,1.4
ORD-000847,2026-07-29,CUST-00002,61.0,South,Website,Clothing,Winter Coat,242.23,1,5,230.12,Crypto,Completed,2.1
ORD-000848,2025-05-23,CUST-00230,23.0,North,In-Store,Toys,LEGO Set,55.7,7,25,292.43,PayPal,Completed,1.5
ORD-000849,2026-04-10,CUST-00343,70.0,Central,Website,Electronics,Bluetooth Speaker,44.52,1,5,42.29,Crypto,Completed,2.2
ORD-000850,2025-10-27,CUST-00512,67.0,East,In-Store,Sports,Water Bottle,34.8,1,0,34.8,Credit Card,Returned,4.9
ORD-000851,2026-07-21,CUST-00816,23.0,West,Marketplace,Home & Kitchen,Knife Set,33.41,1,5,31.74,Credit Card,Completed,2.1
ORD-000852,2026-02-13,CUST-00327,59.0,West,Mobile App,Beauty,Moisturizer,15.07,1,5,14.32,Crypto,Completed,1.6
ORD-000853,2026-08-03,CUST-00547,54.0,West,Mobile App,Books,Cook Book,26.98,1,5,25.63,Debit Card,Completed,2.7
ORD-000854,2026-05-14,CUST-00872,40.0,North,Website,Books,Python Programming,20.91,3,0,62.73,Crypto,Pending,1.2
ORD-000855,2026-08-16,CUST-00874,26.0,Central,In-Store,Beauty,Moisturizer,28.26,3,0,84.78,Crypto,Completed,1.2
ORD-000856,2025-03-17,CUST-00989,56.0,West,Website,Clothing,Denim Jacket,61.67,1,0,61.67,Credit Card,Completed,
ORD-000857,2025-09-13,CUST-00251,65.0,North,Website,Home & Kitchen,Air Fryer,76.54,1,0,76.54,Crypto,Completed,4.0
ORD-000858,2024-10-29,CUST-00801,29.0,North,Website,Sports,Jump Rope,12.29,2,5,23.35,Debit Card,Completed,3.4
ORD-000859,2025-12-22,CUST-00971,45.0,West,Mobile App,Home & Kitchen,Air Fryer,184.79,1,5,175.55,PayPal,Cancelled,3.8
ORD-000860,2026-04-25,CUST-00974,65.0,South,Marketplace,Home & Kitchen,Knife Set,83.17,2,10,149.71,Crypto,Completed,1.7
ORD-000861,2025-12-20,CUST-00415,22.0,West,Website,Clothing,Polo Shirt,58.37,1,10,52.53,PayPal,Completed,1.4
ORD-000862,2026-08-07,CUST-00246,37.0,East,Website,Beauty,Hair Dryer,83.41,1,5,79.24,Credit Card,Completed,4.0
ORD-000863,2025-10-15,CUST-00247,20.0,East,Website,Books,Fiction Novel,12.57,4,20,40.22,Gift Card,Completed,4.2
ORD-000864,2026-04-05,CUST-00366,26.0,East,In-Store,Electronics,Laptop Stand,25.61,4,5,97.32,Gift Card,Completed,3.9
ORD-000865,2025-12-29,CUST-00104,20.0,Central,Marketplace,Clothing,Yoga Pants,72.58,1,15,61.69,Debit Card,Completed,2.9
ORD-000866,2026-06-05,CUST-00907,67.0,North,In-Store,Sports,Resistance Bands,14.55,1,5,13.82,Debit Card,Cancelled,3.6
ORD-000867,2025-05-09,CUST-00668,36.0,Central,In-Store,Home & Kitchen,Blender,71.0,1,15,60.35,PayPal,Completed,
ORD-000868,2024-11-12,CUST-00913,49.0,West,Website,Beauty,Hair Dryer,115.96,2,5,220.32,Gift Card,Completed,3.3
ORD-000869,2025-03-23,CUST-00561,35.0,North,Mobile App,Clothing,Running Shoes,41.13,2,20,65.81,Crypto,Completed,1.6
ORD-000870,2026-03-01,CUST-00791,26.0,West,Website,Beauty,Perfume,30.42,5,0,152.1,Crypto,Pending,2.8
ORD-000871,2025-04-27,CUST-00294,41.0,West,Mobile App,Clothing,Winter Coat,138.55,1,5,131.62,Gift Card,Cancelled,
ORD-000872,2025-01-26,CUST-00461,,East,Marketplace,Beauty,Perfume,26.26,1,5,24.95,Credit Card,Completed,
ORD-000873,2026-01-13,CUST-00163,40.0,Central,Website,Electronics,Smartwatch,248.44,1,0,248.44,Credit Card,Completed,3.7
ORD-000874,2026-02-27,CUST-00477,30.0,North,Website,Automotive,Tire Inflator,48.73,1,20,38.98,Credit Card,Cancelled,4.1
ORD-000875,2024-12-27,CUST-00619,,,Website,Toys,Board Game,28.13,1,5,26.72,Crypto,Completed,
ORD-000876,2026-03-23,CUST-00616,31.0,West,Website,Home & Kitchen,Coffee Maker,54.74,4,0,218.96,PayPal,Returned,1.9
ORD-000877,2026-02-21,CUST-00086,44.0,South,Website,Electronics,USB-C Hub,21.77,1,10,19.59,Crypto,Completed,2.8
ORD-000878,2025-10-03,CUST-00917,48.0,West,Website,Books,Business Mindset,18.87,1,0,18.87,PayPal,Completed,2.7
ORD-000879,2024-10-19,CUST-00399,27.0,North,Mobile App,Home & Kitchen,Bed Sheets,52.86,1,10,47.57,Gift Card,Completed,3.3
ORD-000880,2025-09-05,CUST-00957,51.0,South,Mobile App,Beauty,Perfume,29.71,3,20,71.3,PayPal,Completed,2.6
ORD-000881,2025-10-28,CUST-00650,44.0,West,Mobile App,Electronics,USB-C Hub,73.88,7,20,413.73,Gift Card,Completed,4.9
ORD-000882,2026-02-11,CUST-00976,,South,In-Store,Home & Kitchen,Blender,43.61,1,5,41.43,Gift Card,Pending,
ORD-000883,2025-04-28,CUST-00512,66.0,West,Mobile App,Sports,Gym Bag,51.81,1,0,51.81,PayPal,Completed,3.1
ORD-000884,2024-12-11,CUST-00383,62.0,South,Mobile App,Beauty,Face Serum,120.93,3,5,344.65,Debit Card,Completed,4.4
ORD-000885,2026-06-12,CUST-00928,44.0,North,In-Store,Toys,Board Game,43.08,2,20,68.93,Credit Card,Completed,
ORD-000886,2026-06-15,CUST-00558,36.0,North,Mobile App,Clothing,Polo Shirt,48.75,4,10,175.5,Gift Card,Completed,
ORD-000887,2026-04-10,CUST-00391,47.0,North,Website,Toys,Remote Car,28.37,2,5,53.9,Crypto,Pending,4.2
ORD-000888,2025-01-13,CUST-00230,61.0,Central,Website,Toys,Puzzle 1000pc,8.55,1,5,8.12,PayPal,Completed,4.6
ORD-000889,2025-02-03,CUST-00016,38.0,North,Website,Books,Python Programming,30.23,2,5,57.44,PayPal,Returned,4.0
ORD-000890,2026-09-18,CUST-00248,54.0,Central,In-Store,Beauty,Moisturizer,55.25,3,25,124.31,Debit Card,Completed,1.2
ORD-000891,2026-05-02,CUST-00746,69.0,South,Mobile App,Toys,Remote Car,68.73,2,5,130.59,PayPal,Completed,1.4
ORD-000892,2025-11-18,CUST-00402,45.0,East,Marketplace,Home & Kitchen,Blender,58.58,2,10,105.44,Debit Card,Pending,1.4
ORD-000893,2024-10-14,CUST-00557,47.0,North,Mobile App,Electronics,Bluetooth Speaker,57.86,3,10,156.22,Credit Card,Completed,
ORD-000894,2025-06-16,CUST-00305,34.0,South,Mobile App,Beauty,Moisturizer,25.79,3,20,61.9,Debit Card,Completed,2.5
ORD-000895,2025-12-14,CUST-00024,36.0,Central,Marketplace,Electronics,Laptop Stand,47.3,3,0,141.9,Credit Card,Completed,1.4
ORD-000896,2026-04-26,CUST-00371,58.0,South,Website,Sports,Resistance Bands,10.87,2,5,20.65,Crypto,Returned,2.9
ORD-000897,2024-11-27,CUST-00322,58.0,West,Marketplace,Clothing,Denim Jacket,134.45,1,5,127.73,Debit Card,Completed,3.6
ORD-000898,2026-06-03,CUST-00496,30.0,Central,Mobile App,Electronics,Wireless Earbuds,146.59,1,25,109.94,Credit Card,Completed,4.7
ORD-000899,2024-10-02,CUST-00157,26.0,South,Marketplace,Electronics,Bluetooth Speaker,41.41,3,10,111.81,Credit Card,Cancelled,
ORD-000900,2025-05-31,CUST-00275,65.0,East,Mobile App,Books,Python Programming,36.42,1,20,29.14,Credit Card,Completed,2.2
ORD-000901,2025-11-16,CUST-00198,68.0,East,Website,Automotive,Tire Inflator,85.65,2,5,162.74,PayPal,Pending,
ORD-000902,2025-12-25,CUST-00500,24.0,West,Marketplace,Sports,Resistance Bands,54.12,1,25,40.59,Crypto,Completed,2.3
ORD-000903,2026-05-09,CUST-00920,56.0,North,Mobile App,Toys,Puzzle 1000pc,15.83,1,5,15.04,Credit Card,Pending,2.6
ORD-000904,2025-01-04,CUST-00331,27.0,West,Marketplace,Beauty,Lip Gloss Set,7.52,3,0,22.56,PayPal,Completed,2.5
ORD-000905,2026-01-17,CUST-00735,42.0,East,Website,Beauty,Face Serum,14.4,1,10,12.96,Gift Card,Returned,3.2
ORD-000906,2025-08-15,CUST-00575,45.0,East,Marketplace,Sports,Gym Bag,30.61,1,0,30.61,Credit Card,Completed,3.7
ORD-000907,2026-02-22,CUST-00506,28.0,West,Website,Beauty,Perfume,31.09,1,0,31.09,PayPal,Completed,
ORD-000908,2025-08-09,CUST-00292,43.0,North,Mobile App,Beauty,Hair Dryer,53.71,2,10,96.68,Gift Card,Pending,2.1
ORD-000909,2025-08-26,CUST-00661,38.0,North,Website,Electronics,Bluetooth Speaker,140.57,2,0,281.14,Credit Card,Returned,2.2
ORD-000910,2025-08-08,CUST-00506,25.0,Central,Website,Beauty,Lip Gloss Set,11.99,6,15,61.15,PayPal,Completed,4.4
ORD-000911,2024-10-05,CUST-00846,23.0,North,Website,Beauty,Hair Dryer,35.98,1,0,35.98,PayPal,Cancelled,1.9
ORD-000912,2025-02-14,CUST-00006,39.0,North,Website,Books,Business Mindset,22.65,1,10,20.38,Credit Card,Completed,1.3
ORD-000913,2025-07-12,CUST-00598,44.0,West,Website,Toys,Board Game,45.09,1,20,36.07,PayPal,Cancelled,4.6
ORD-000914,2025-08-19,CUST-00490,67.0,West,In-Store,Automotive,Car Phone Mount,25.65,4,0,102.6,PayPal,Completed,1.4
ORD-000915,2024-12-31,CUST-00249,18.0,South,Mobile App,Sports,Yoga Mat,49.42,1,15,42.01,Credit Card,Pending,
ORD-000916,2026-05-18,CUST-00108,37.0,East,Website,Books,Cook Book,35.44,1,0,35.44,Gift Card,Completed,2.3
ORD-000917,2026-05-26,CUST-00134,67.0,South,In-Store,Automotive,Dash Cam,119.93,2,0,239.86,Crypto,Pending,3.1
ORD-000918,2026-09-01,CUST-00703,24.0,East,In-Store,Toys,Remote Car,22.91,1,5,21.76,Gift Card,Completed,
ORD-000919,2026-01-14,CUST-00274,23.0,North,Mobile App,Clothing,Denim Jacket,32.49,1,5,30.87,Gift Card,Completed,4.7
ORD-000920,2025-06-05,CUST-00442,59.0,Central,Website,Beauty,Lip Gloss Set,15.3,1,5,14.54,Crypto,Completed,
ORD-000921,2026-07-09,CUST-00181,59.0,Central,Website,Toys,Puzzle 1000pc,18.3,3,0,54.9,Gift Card,Completed,3.7
ORD-000922,2025-12-03,CUST-00037,62.0,Central,Website,Books,Python Programming,36.3,1,0,36.3,Credit Card,Completed,4.5
ORD-000923,2025-06-20,CUST-00844,56.0,East,Mobile App,Toys,Puzzle 1000pc,23.0,1,0,23.0,Debit Card,Returned,2.2
ORD-000924,2026-04-22,CUST-00718,61.0,Central,Mobile App,Sports,Yoga Mat,16.35,1,10,14.72,PayPal,Returned,1.7
ORD-000925,2025-12-03,CUST-00146,22.0,North,Mobile App,Clothing,Denim Jacket,97.48,3,20,233.95,Crypto,Completed,2.1
ORD-000926,2025-03-17,CUST-00598,19.0,North,Mobile App,Home & Kitchen,Air Fryer,114.53,1,25,85.9,Debit Card,Completed,
ORD-000927,2026-02-24,CUST-00151,34.0,North,Website,Sports,Resistance Bands,16.74,1,0,16.74,PayPal,Completed,5.0
ORD-000928,2025-08-09,CUST-00362,,East,Marketplace,Automotive,Seat Covers,48.68,2,0,97.36,Gift Card,Completed,
ORD-000929,2025-11-30,CUST-00656,49.0,North,Website,Automotive,Car Phone Mount,23.53,4,10,84.71,Crypto,Returned,1.6
ORD-000930,2025-03-13,CUST-00442,35.0,East,Website,Electronics,Smartwatch,217.82,1,10,-196.04,Credit Card,Completed,3.6
ORD-000931,2025-04-30,CUST-00358,55.0,East,Website,Automotive,Car Vacuum,24.44,1,20,19.55,Crypto,Pending,1.8
ORD-000932,2025-07-05,CUST-00581,27.0,East,Website,Beauty,Hair Dryer,35.93,5,15,152.7,Credit Card,Completed,2.9
ORD-000933,2026-04-25,CUST-00499,,,Website,Sports,Gym Bag,40.72,1,0,40.72,PayPal,Completed,
ORD-000934,2024-12-08,CUST-00361,60.0,North,Website,Clothing,Running Shoes,126.51,1,0,126.51,Debit Card,Completed,4.4
ORD-000935,2025-07-26,CUST-00751,40.0,South,Mobile App,Home & Kitchen,Air Fryer,167.84,2,0,335.68,Credit Card,Completed,
ORD-000936,2025-04-15,CUST-00101,38.0,East,In-Store,Books,Cook Book,23.03,1,25,17.27,Gift Card,Completed,3.7
ORD-000937,2025-11-14,CUST-00205,42.0,East,Website,Home & Kitchen,Coffee Maker,78.0,1,5,74.1,PayPal,Completed,3.2
ORD-000938,2026-08-04,CUST-00321,44.0,Central,In-Store,Toys,LEGO Set,35.4,2,5,67.26,PayPal,Completed,2.7
ORD-000939,2025-11-15,CUST-00786,50.0,West,Website,Automotive,Car Phone Mount,48.59,1,0,48.59,Debit Card,Completed,2.0
ORD-000940,2025-04-12,CUST-00899,66.0,East,Website,Beauty,Moisturizer,36.5,1,20,29.2,Crypto,Completed,2.9
ORD-000941,2025-11-02,CUST-00666,21.0,North,Website,Automotive,Car Phone Mount,16.3,1,0,16.3,Credit Card,Returned,3.8
ORD-000942,2026-03-24,CUST-00055,61.0,South,Mobile App,Clothing,Winter Coat,155.72,2,15,264.72,Gift Card,Completed,1.9
